CODUSU;NRO_HOGAR;REALIZADA;ANO4STRE;TRIMESTRE;REGIONDO;MAS_500DO;AGLOMERADO;PONDERA;IV1ESP;IV1_ESP;IV2ESP;IV3ESP;IV3_ESP;IV4ESP;IV5ESP;IV6ESP;IV7ESP;IV7_ESP;IV81;IV91;IV101;IV111;IV12_1;IV12_2;IV12_3;II11P;II21P;II31P;II3_1P;II4_1P;II4_2P;II4_3P;II51P;II5_1P;II61P0;II6_1P0;II7ESP0;II7_ESP0;II8ESP0;II8_ESP0;II9A00;V1A00;V2A00;V21A00;V22A00;V3A00;V4A00;V5A00;V6A00;V7A00;V8A00;V9A00;V10A00;V11A00;V12A00;V13A00;V14A00;V15A00;V16A00;V17A00;V18A00;V19_A00;V19_B00;IX_TOT00;IX_MEN100;IX_MAYEQ10;ITFFRDO;DECIFRDO;IDECIFRDO;RDECIFRDO;GDECIFRDO;PDECIFRDO;ADECIFRDO;IPCFRDO;DECCFRDO;IDECCFRDO;RDECCFRDO;GDECCFRDO;PDECCFRDO;ADECCFRDO;VII1_1DO;VII1_2DO;VII2_1Q10;VII2_2Q10;VII2_3Q10;VII2_4Q10;IDIMPHQ10
383674;3;1;2014;4;44;N;20;81;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;35750;10;10;10;;10;10;8937.5;09;10;09;;10;08;2;0;98;0;0;0;00100
383675;1;1;2014;4;40;N;19;143;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;13000;07;08;08;;08;08;2600.0;04;04;06;;05;06;1;2;4;3;0;0;00000
383676;1;1;2014;4;1;S;33;1463;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;12000;07;;07;07;;07;4000.0;06;;06;06;;07;2;0;98;0;0;0;10000
383678;1;1;2014;4;1;S;33;2706;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;0;2;3500;02;;02;02;;02;1750.0;03;;02;02;;03;1;0;98;0;0;0;00000
383679;1;1;2014;4;43;S;2;531;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;6;0;6;12000;07;07;07;07;;07;2000.0;03;03;03;03;;03;2;0;1;0;0;0;10000
383680;1;1;2014;4;43;N;6;186;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;18400;09;09;09;;09;09;9200.0;10;10;10;;10;10;1;0;98;0;0;0;00000
383684;1;1;2014;4;44;N;31;115;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;14000;08;08;06;;08;03;3500.0;06;06;04;;06;03;2;0;98;0;0;0;00000
383685;1;1;2014;4;43;S;4;725;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;10000;06;06;06;06;;06;10000.0;10;10;10;10;;10;1;0;98;0;0;0;10000
383688;1;1;2014;4;42;N;26;141;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;6000;03;04;03;;04;03;6000.0;08;09;09;;09;09;1;0;98;0;0;0;00000
383689;2;1;2014;4;43;N;6;181;1;;4;1;;2;1;1;1;;1;1;1;3;2;1;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;12000;07;07;07;;07;07;4000.0;06;07;06;;07;06;97;0;1;2;0;0;10000
383690;1;1;2014;4;40;S;29;334;1;;2;2;;4;2;2;1;;1;2;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3000;01;01;01;01;;01;1500.0;02;02;03;02;;03;2;1;98;0;0;0;00000
383691;1;1;2014;4;40;N;25;116;1;;6;1;;1;2;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;18800;09;09;09;;09;09;4700.0;07;08;09;;08;08;2;1;4;0;0;0;10010
383692;1;1;2014;4;40;S;23;198;1;;4;1;;2;1;1;1;;1;1;1;1;1;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;7000;04;04;05;04;;05;7000.0;09;09;10;09;;10;1;0;98;0;0;0;00000
383693;1;1;2014;4;43;S;2;625;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;16000;08;09;08;08;;08;16000.0;10;10;10;10;;10;1;0;98;0;0;0;00000
383694;1;1;2014;4;43;S;2;641;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6000;03;03;03;03;;03;3000.0;05;05;04;05;;04;2;0;97;0;0;0;00000
383697;1;1;2014;4;43;S;2;831;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;10000;06;06;06;06;;06;10000.0;10;10;10;10;;10;1;0;98;0;0;0;00000
383698;1;1;2014;4;40;S;29;431;1;;2;1;;4;2;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;6;2;4;8040;05;05;06;05;;05;1340.0;02;02;03;02;;02;1;0;98;0;0;0;00000
383699;2;1;2014;4;44;N;31;131;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;3;0;3;20200;09;09;08;;09;06;6733.3333333333;09;09;07;;09;05;1;2;3;0;0;0;00100
383700;1;1;2014;4;41;N;7;248;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;36000;10;10;10;;10;10;36000.0;10;10;10;;10;10;1;0;98;0;0;0;00000
383701;1;1;2014;4;43;S;13;705;2;;2;1;;4;1;1;1;;1;1;1;2;1;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6000;03;04;03;03;;04;6000.0;08;09;08;08;;08;1;0;97;0;0;0;00000
383702;1;1;2014;4;43;N;30;132;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;2;2;5580;03;03;03;;03;02;1395.0;02;02;02;;02;01;1;0;98;0;0;0;00000
383705;1;1;2014;4;44;N;9;68;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;46400;10;10;10;;10;10;7733.3333333333;09;09;08;;09;08;2;3;98;0;0;0;10000
383706;1;1;2014;4;1;S;32;1759;1;;3;1;;1;1;1;1;;1;1;1;1;2;1;2;3;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;8000;05;;04;05;;04;8000.0;09;;09;09;;07;1;0;98;0;0;0;00000
383707;1;1;2014;4;42;N;27;363;1;;4;2;;1;2;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;8400;05;05;05;;05;05;1400.0;02;02;02;;02;03;2;0;98;0;0;0;00000
383708;2;1;2014;4;1;S;33;1056;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;3600;02;;02;02;;02;1200.0;02;;01;01;;02;2;1;98;0;0;0;00000
383709;1;1;2014;4;42;N;27;237;1;;2;2;;1;2;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3100;01;01;01;;02;02;1550.0;02;02;02;;03;03;1;2;98;0;0;0;00000
383710;1;1;2014;4;43;S;13;523;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;9000;05;06;06;05;;06;2250.0;03;04;03;03;;04;2;0;3;0;0;0;00000
383711;1;1;2014;4;41;N;7;257;1;;1;2;;4;2;1;1;;1;1;1;4;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;8600;05;05;07;;06;06;2150.0;03;04;05;;04;04;2;0;1;0;0;0;00000
383713;1;1;2014;4;1;S;32;648;2;;3;1;;9;1;1;1;;1;1;1;1;1;1;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;5000;03;;02;02;;02;2500.0;04;;04;04;;02;1;0;98;0;0;0;00000
383714;1;1;2014;4;43;N;36;136;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;10500;06;07;06;;07;07;5250.0;08;08;08;;08;08;1;0;98;0;0;0;00000
383715;1;1;2014;4;44;N;93;46;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5500;03;03;02;;03;03;5500.0;08;08;06;;08;08;1;0;98;0;0;0;00000
383716;1;1;2014;4;43;N;36;124;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;17000;09;09;09;;09;09;8500.0;09;10;10;;10;10;1;2;98;0;0;0;00000
383717;1;1;2014;4;1;S;32;73;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;6700;04;;03;04;;03;3350.0;06;;05;05;;03;2;0;98;0;0;0;00010
383718;1;1;2014;4;43;S;4;814;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;4400;02;02;02;02;;02;1466.6666666667;02;02;02;02;;02;1;0;2;0;0;0;10100
383719;1;1;2014;4;42;N;27;187;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;10500;06;07;07;;07;07;3500.0;06;06;07;;06;07;1;0;98;0;0;0;10010
383720;1;1;2014;4;43;S;34;449;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;7000;04;04;04;04;;05;3500.0;06;06;06;06;;07;1;2;98;0;0;0;10000
383721;1;1;2014;4;43;N;14;94;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;16600;09;09;09;;09;09;4150.0;07;07;07;;07;08;2;0;98;0;0;0;00000
383722;2;1;2014;4;40;S;29;310;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5000;03;03;03;02;;03;2500.0;04;04;06;04;;05;1;2;98;0;0;0;10000
383724;1;1;2014;4;40;N;18;198;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;8500;05;05;06;;06;08;4250.0;07;07;08;;07;09;96;0;98;0;0;0;00000
383726;1;1;2014;4;41;N;12;242;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;4000;02;02;03;;02;03;1333.3333333333;02;02;03;;02;03;2;0;1;0;0;0;00000
383729;1;1;2014;4;41;N;12;217;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5000;02;03;04;;03;04;2500.0;04;04;06;;04;06;1;0;2;0;0;0;10000
383730;1;1;2014;4;43;S;4;580;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1700;01;01;01;01;;01;566.66666666667;01;01;01;01;;01;2;0;98;0;0;0;00000
383731;1;1;2014;4;44;N;20;84;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;28000;10;10;09;;10;09;14000.0;10;10;10;;10;09;2;0;98;0;0;0;00000
383732;1;1;2014;4;42;S;10;434;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2900;01;01;01;01;;01;2900.0;05;05;05;04;;05;1;0;98;0;0;0;00000
383736;1;1;2014;4;43;S;34;399;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;4;2;2;2600;01;01;01;01;;01;650.0;01;01;01;01;;01;2;0;1;0;0;0;00100
383738;1;1;2014;4;40;S;23;236;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;17000;09;09;09;09;;09;4250.0;07;07;08;07;;08;3;2;98;0;0;0;00000
383739;1;1;2014;4;43;S;2;417;1;;4;1;;4;1;1;1;;1;1;1;1;2;1;2;4;3;2;0;1;1;2;2;0;2;0;4;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;0;4;21000;09;09;09;09;;10;5250.0;08;08;08;08;;07;1;0;3;4;0;0;00000
383740;1;1;2014;4;40;N;22;103;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;10000;06;06;07;;06;06;10000.0;10;10;10;;10;10;1;0;98;0;0;0;00000
383742;1;1;2014;4;40;N;18;216;1;;2;1;;1;1;1;1;;1;1;1;1;1;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;4500;02;02;02;;02;03;4500.0;07;07;08;;07;09;1;0;96;0;0;0;10000
383744;1;1;2014;4;40;N;22;117;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;22000;10;10;10;;10;10;4400.0;07;07;08;;07;08;96;0;3;0;0;0;00000
383745;1;1;2014;4;41;N;12;217;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;5000;02;03;04;;03;04;1250.0;02;02;03;;02;03;2;0;1;0;0;0;00000
383746;2;1;2014;4;42;S;10;686;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;9800;06;06;06;06;;06;1960.0;03;03;03;03;;03;2;0;98;0;0;0;00000
383748;1;1;2014;4;44;N;31;93;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;20000;09;09;08;;09;06;6666.6666666667;09;09;07;;09;05;2;0;98;0;0;0;00000
383749;1;1;2014;4;40;N;19;128;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;1;3;12300;07;07;08;;07;08;3075.0;05;05;07;;06;07;5;0;98;0;0;0;00000
383750;1;1;2014;4;44;N;91;130;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;17000;09;09;07;;09;08;5666.6666666667;08;08;07;;08;07;2;3;98;0;0;0;00000
383752;1;1;2014;4;43;N;36;132;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;1;4;10800;06;07;07;;07;07;2160.0;03;04;03;;04;03;2;1;98;0;0;0;00000
383753;1;1;2014;4;1;S;33;1630;1;;3;2;;2;1;1;1;;1;1;1;1;1;1;1;3;1;2;0;1;2;2;2;0;2;0;8;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;3900;02;;02;02;;02;3900.0;06;;06;06;;07;2;0;98;0;0;0;00000
383754;1;1;2014;4;42;S;10;291;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;5000;02;03;02;02;;02;2500.0;04;04;05;04;;04;1;2;98;0;0;0;00000
383755;1;1;2014;4;1;S;32;1446;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;10500;06;;06;06;;05;10500.0;10;;10;10;;09;1;0;98;0;0;0;00000
383756;1;1;2014;4;43;N;3;204;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;11000;06;07;07;;07;07;3666.6666666667;06;06;06;;07;05;2;1;98;0;0;0;00000
383757;1;1;2014;4;1;S;32;1138;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6400;04;;03;03;;02;3200.0;05;;05;05;;03;2;0;98;0;0;0;00000
383759;1;1;2014;4;41;N;12;290;1;;3;2;;4;2;1;1;;1;2;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;3300;02;02;02;;02;03;471.42857142857;01;01;01;;01;01;2;5;98;0;0;0;00100
383760;1;1;2014;4;1;S;32;792;1;;5;1;;1;1;1;1;;1;1;1;1;1;2;2;5;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;16000;08;;08;08;;07;5333.3333333333;08;;07;08;;05;2;0;98;0;0;0;00000
383761;1;1;2014;4;43;N;36;135;1;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;2100;01;01;01;;01;01;700.0;01;01;01;;01;01;1;0;98;0;0;0;00000
383762;1;1;2014;4;42;N;27;332;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;6;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;8;0;8;12880;07;08;08;;08;08;1610.0;02;03;03;;03;03;2;3;4;6;0;0;00000
383763;1;1;2014;4;42;N;27;308;1;;6;1;;1;2;1;1;;1;1;1;1;2;2;2;6;2;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;4800;02;03;02;;03;03;1200.0;02;02;02;;02;02;2;0;1;0;0;0;00000
383764;1;1;2014;4;43;S;5;283;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;5000;02;03;03;02;;02;1666.6666666667;02;03;02;02;;02;2;0;3;0;0;0;00000
383765;1;1;2014;4;43;N;36;115;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;13000;07;08;08;;08;08;13000.0;10;10;10;;10;10;96;0;96;0;0;0;00000
383765;51;1;2014;4;43;N;36;115;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4000;02;02;02;;02;02;4000.0;07;07;06;;07;07;1;0;98;0;0;0;00000
383766;1;1;2014;4;42;N;26;125;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;12500;07;07;08;;08;07;3125.0;05;06;06;;06;06;1;2;98;0;0;0;00000
383767;1;1;2014;4;43;N;36;112;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4000;02;02;02;;02;02;2000.0;03;03;03;;04;03;1;0;2;0;0;0;00000
383768;1;1;2014;4;42;N;26;88;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;19000;09;09;09;;09;09;9500.0;10;10;10;;10;10;1;2;98;0;0;0;00000
383769;1;1;2014;4;1;S;33;1521;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;4000;02;;02;02;;02;4000.0;07;;06;06;;07;1;0;98;0;0;0;10000
383770;1;1;2014;4;42;S;10;471;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;5500;03;03;03;03;;03;1833.3333333333;03;03;03;03;;03;2;0;4;0;0;0;00000
383771;1;1;2014;4;43;S;2;690;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;10500;06;07;06;06;;06;3500.0;06;06;06;06;;05;1;2;3;0;0;0;10000
383772;1;1;2014;4;42;N;27;244;1;;3;1;;7;1;1;1;;1;2;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;4;0;4;18500;09;09;09;;09;10;4625.0;07;07;08;;08;08;2;4;98;0;0;0;00000
